,sigma8,Omega_cdm,Omega_b,h,n_s,tau
6508,0.81168238,0.2631284,0.049464359,0.67505526,0.97043394,0.059420223
6509,0.81429145,0.26137187,0.049378172,0.67687705,0.97107655,0.062889448
6510,0.81536008,0.26525714,0.049643479,0.67380293,0.97008279,0.060434077
6511,0.81412287,0.26473358,0.049569747,0.67413095,0.97061895,0.059985757
6512,0.81289805,0.26560871,0.049678952,0.67322439,0.97045646,0.057935878
6513,0.81432234,0.26917088,0.049958584,0.67021826,0.96841766,0.056780775
6514,0.81624394,0.26885395,0.049921556,0.67035731,0.97048901,0.058668108
6515,0.81604924,0.26558823,0.049430039,0.67226167,0.97125716,0.063333923
6516,0.81327489,0.26746247,0.049746738,0.67047715,0.97040769,0.059278929
6517,0.81210834,0.26788198,0.049814517,0.67038233,0.96906483,0.056767431
6518,0.81444225,0.27162714,0.049976848,0.6672161,0.96657519,0.057123145
6519,0.81541653,0.26988949,0.049779431,0.66921544,0.96846808,0.055512168
6520,0.81628571,0.26750935,0.049686256,0.67172883,0.96476931,0.059229531
6521,0.80576877,0.25343739,0.048225561,0.68202951,0.96855478,0.058878089
6522,0.8068001,0.25942487,0.048756642,0.67731001,0.96803229,0.05617382
6523,0.80210911,0.26017523,0.049122386,0.6774836,0.9667427,0.048100295
6524,0.80380968,0.26101581,0.049121106,0.6764353,0.96600881,0.050263221
6525,0.81352583,0.26924053,0.049728246,0.67003534,0.96397447,0.051560594
6526,0.81355956,0.27201249,0.049911022,0.66767124,0.96103707,0.051382806
6527,0.81384117,0.26671465,0.049443125,0.67187548,0.96528009,0.056351599
6528,0.81420109,0.26665572,0.049486863,0.67195803,0.96526958,0.057171088
6529,0.81346557,0.26832877,0.049638718,0.6705417,0.96378473,0.055233425
6530,0.81223767,0.26715693,0.049528008,0.67133096,0.96380722,0.055809398
6531,0.80469165,0.26063589,0.049059297,0.67677493,0.96598336,0.052690192
6532,0.80510154,0.26063903,0.049057159,0.67677203,0.96630502,0.052942641
6533,0.80796808,0.26120766,0.049027387,0.6763414,0.96455073,0.05391923
6534,0.80820056,0.25981707,0.048897994,0.67731205,0.9650487,0.05578763
6535,0.80874575,0.25997264,0.048939608,0.67711467,0.964002,0.055821684
6536,0.80981214,0.26337546,0.049185063,0.67458374,0.9625883,0.053146721
6537,0.80784788,0.26291225,0.049158314,0.6748721,0.96171293,0.051001933
6538,0.80612804,0.26278931,0.049185925,0.67497637,0.96084734,0.049516958
6539,0.80583321,0.25647967,0.048811128,0.68031575,0.9648667,0.053370574
6540,0.80861309,0.26312183,0.049439411,0.6760305,0.96673786,0.046342419
6541,0.80752231,0.25661308,0.048695091,0.68081417,0.96925033,0.05025816
6542,0.81218423,0.25634211,0.048691197,0.68134376,0.97079923,0.054720341
6543,0.81364158,0.25923562,0.048725468,0.67887223,0.96906601,0.054205618
6544,0.82176899,0.27066924,0.049802717,0.66937091,0.96301624,0.056055236
6545,0.82238663,0.26898264,0.049607829,0.67015718,0.96631683,0.063137892
6546,0.81629082,0.26942693,0.049685004,0.6691121,0.96373878,0.056600787
6547,0.81404044,0.26887202,0.04952394,0.66943551,0.96319887,0.055294073
6548,0.81528282,0.26266967,0.049018684,0.6745626,0.96310449,0.060259381
6549,0.8212056,0.26355557,0.049135023,0.67390914,0.96369976,0.065889089
6550,0.81953556,0.26304862,0.049248138,0.67441987,0.96488023,0.064074062
6551,0.8170818,0.2639263,0.049394827,0.67435448,0.96239041,0.060012987
6552,0.81596758,0.26563371,0.049501417,0.67296344,0.96230589,0.057390368
6553,0.81630136,0.26548322,0.049498293,0.67302235,0.96203886,0.05837288
6554,0.81346093,0.26508902,0.049385173,0.67301632,0.96122891,0.05668167
6555,0.814202,0.26649074,0.049535006,0.6720658,0.9612197,0.056274921
6556,0.80932934,0.26074709,0.049124836,0.67635398,0.96581008,0.056953247
6557,0.80933104,0.26074797,0.049124898,0.67635312,0.96581031,0.056954687
6558,0.80752259,0.26083501,0.04907866,0.67656379,0.96584173,0.05407398
6559,0.81209628,0.2652957,0.049505288,0.67332401,0.96490785,0.055518016
6560,0.81372378,0.25902138,0.04903053,0.67857281,0.96931789,0.060978573
6561,0.81432468,0.25984487,0.049089922,0.67782831,0.96867134,0.060899635
6562,0.80845798,0.2669791,0.049512147,0.6716516,0.96365606,0.053539934
6563,0.81199905,0.26626726,0.049357329,0.67206438,0.96491446,0.058848938
6564,0.80690182,0.26047611,0.048689908,0.67617458,0.96803175,0.05660382
6565,0.80546103,0.26208867,0.048804065,0.67469693,0.96595071,0.054573361
6566,0.80443631,0.26212707,0.048888246,0.67478106,0.96542084,0.053923211
6567,0.80216111,0.26465796,0.049092679,0.67267275,0.9577021,0.047218256
6568,0.80678758,0.26897203,0.049480433,0.66993049,0.95766491,0.046685593
6569,0.80889056,0.27016697,0.04952988,0.66882812,0.95782309,0.048515725
6570,0.80929154,0.27078365,0.049568342,0.66836968,0.95751095,0.048209737
6571,0.80965063,0.27182546,0.049701884,0.6675209,0.95698533,0.048225053
6572,0.81989561,0.27678177,0.050134218,0.66405946,0.95767134,0.052821968
6573,0.81761695,0.28092405,0.050487514,0.661135,0.96230588,0.050431998
6574,0.82198548,0.27596758,0.050097202,0.66601968,0.95831306,0.057407581
6575,0.82028379,0.26727017,0.04925385,0.67238105,0.96213064,0.062925489
6576,0.81088241,0.26585499,0.049275261,0.67302156,0.95783129,0.050244388
6577,0.81004267,0.27512076,0.049984254,0.66527385,0.95505321,0.045336405
6578,0.80747285,0.26857726,0.049523807,0.67017213,0.96037255,0.049131955
6579,0.8127578,0.27422864,0.050371219,0.66643177,0.95879676,0.049957102
6580,0.81309017,0.27390698,0.050330488,0.66669126,0.95904725,0.050327195
6581,0.81365104,0.2734251,0.050233419,0.66711164,0.95943208,0.050944885
6582,0.80814512,0.27022336,0.049915871,0.6696437,0.96029901,0.046512587
6583,0.81297475,0.26800289,0.049666507,0.6713741,0.96198687,0.052773335
6584,0.81274825,0.26523847,0.049478524,0.6730202,0.96265221,0.057398227
6585,0.81195052,0.26381455,0.049217805,0.67419148,0.96317677,0.055495176
6586,0.81245466,0.26315505,0.049193585,0.67481656,0.96263498,0.05636037
6587,0.81095513,0.26386659,0.04920353,0.67361028,0.96085713,0.055013025
6588,0.80572543,0.26750652,0.049867216,0.67209405,0.9595938,0.048687987
6589,0.80705096,0.26976795,0.05008564,0.67055963,0.96013392,0.048254817
6590,0.81871038,0.26031118,0.049155657,0.67788378,0.96770282,0.067430801
6591,0.81945191,0.26766555,0.049388596,0.67131678,0.96640348,0.060138166
6592,0.81969352,0.26261093,0.048979381,0.67500345,0.96991405,0.06456968
6593,0.81829231,0.26493939,0.049150842,0.67327416,0.96788049,0.061525339
6594,0.81443908,0.26558428,0.049033008,0.6721963,0.96573078,0.054988903
6595,0.81003994,0.25876439,0.048661037,0.67831762,0.96770022,0.054834166
6596,0.81221024,0.25618358,0.048411927,0.68031878,0.97147641,0.06102293
6597,0.81138222,0.25426657,0.048299119,0.68201367,0.97156002,0.063151699
6598,0.81259863,0.25665446,0.048473694,0.68011632,0.97011889,0.062912387
6599,0.81386698,0.25887674,0.048865936,0.67895258,0.96809486,0.06149397
6600,0.81978835,0.26021632,0.049074109,0.67731829,0.96759268,0.068676739
6601,0.818973,0.26157379,0.049141626,0.6762103,0.9680204,0.066102264
6602,0.82224218,0.26592001,0.04971316,0.67324116,0.96709257,0.06575263
6603,0.81661598,0.26968872,0.049994139,0.67068771,0.9646416,0.056267328
6604,0.81215885,0.26478752,0.04970981,0.67465954,0.96587576,0.05465947
6605,0.81117043,0.26614528,0.049848361,0.67360255,0.96484908,0.053402054
6606,0.80012889,0.26389244,0.049383233,0.67375207,0.96320597,0.044354897
6607,0.79930683,0.26435186,0.049439365,0.6734574,0.96221831,0.043235444
6608,0.80982712,0.26960652,0.050106722,0.66982065,0.96223656,0.04979464
6609,0.81077742,0.26738122,0.049940597,0.6718454,0.96129001,0.051369675
6610,0.81294907,0.27244569,0.050282607,0.66798483,0.95793032,0.051136392
6611,0.81037535,0.26600085,0.049607526,0.67297535,0.96013391,0.052111906
6612,0.81028155,0.26723482,0.049630541,0.67188698,0.96156263,0.050805571
6613,0.81061059,0.26791941,0.049655274,0.67122923,0.96120639,0.051129158
6614,0.81114199,0.26822416,0.049621443,0.67117796,0.96205587,0.051123598
6615,0.80933114,0.26732102,0.049524169,0.67156787,0.96223437,0.051070591
6616,0.81248283,0.27701128,0.050343555,0.66375368,0.95862327,0.04945195
6617,0.81227593,0.27168035,0.049847856,0.66747302,0.96150423,0.054334468
6618,0.81132527,0.27341766,0.050127161,0.66630584,0.95720384,0.052748772
6619,0.81555969,0.27175684,0.049998243,0.6677553,0.95787005,0.057108872
6620,0.81581738,0.27237086,0.050045594,0.66715733,0.95762905,0.057107847
6621,0.81579337,0.2722935,0.050037958,0.66722613,0.95761159,0.057065077
6622,0.81387715,0.27277235,0.050002966,0.66700912,0.95743556,0.055144024
6623,0.81412228,0.27443326,0.050211625,0.6664284,0.95907262,0.055099993
6624,0.81212309,0.26434976,0.049445417,0.67520553,0.96546839,0.051429355
6625,0.81572588,0.26873438,0.049855287,0.67174936,0.96563813,0.051355904
6626,0.81489983,0.26980479,0.049869718,0.6708025,0.96557535,0.051626385
6627,0.82097243,0.26472295,0.049356975,0.67476906,0.96883801,0.062188127
6628,0.82130452,0.2640413,0.049239365,0.67526484,0.96891642,0.063805165
6629,0.81961494,0.2671635,0.049434335,0.67235187,0.96564546,0.060482291
6630,0.81700551,0.26560557,0.049203086,0.67279243,0.9704338,0.060221956
6631,0.80459942,0.27026583,0.049677902,0.66964373,0.96277811,0.04090727
6632,0.80635997,0.27350537,0.049973479,0.66710063,0.96144867,0.040336051
6633,0.80525368,0.27264938,0.049969106,0.66766878,0.96238001,0.039425597
6634,0.79942444,0.26262662,0.049268559,0.67539874,0.97037976,0.040910495
6635,0.80049688,0.26185424,0.049260641,0.67621991,0.9706296,0.041939338
6636,0.79990892,0.26245802,0.049313535,0.67569491,0.96960021,0.041291003
6637,0.80210968,0.26430761,0.049197709,0.67363498,0.96837448,0.040831975
6638,0.80530196,0.26573986,0.049544113,0.67289175,0.96610264,0.043851405
6639,0.80473852,0.26500406,0.049454983,0.67341495,0.96678204,0.043847918
6640,0.80218639,0.25986653,0.04895449,0.67754057,0.9657808,0.045276505
6641,0.80508824,0.26632361,0.049236547,0.67161281,0.96112066,0.045965142
6642,0.80506453,0.26651948,0.04925749,0.67146533,0.96102539,0.045894494
6643,0.8050953,0.26655254,0.04926471,0.67144379,0.96105532,0.045866624
6644,0.80396787,0.26694666,0.049187364,0.67055152,0.96091457,0.044663761
6645,0.80264584,0.26787319,0.049256207,0.66984568,0.96033177,0.04256845
6646,0.80140233,0.2698245,0.049405291,0.66837777,0.96013632,0.038340816
6647,0.80069577,0.26950209,0.049400931,0.66803994,0.96283077,0.036087627
6648,0.80094996,0.26969339,0.049420507,0.66788499,0.96246078,0.036329475
6649,0.80210812,0.27003261,0.049446534,0.66760697,0.96271992,0.037734309
6650,0.80139542,0.27077685,0.049467451,0.6670528,0.9620201,0.03560419
6651,0.80503816,0.26841735,0.049421406,0.66976846,0.96089141,0.039861087
6652,0.80520554,0.26836226,0.049417715,0.66982418,0.96090279,0.040120812
6653,0.80563896,0.2682954,0.049395389,0.66978672,0.96092583,0.040784459
6654,0.80628699,0.26807552,0.049369438,0.66996668,0.96088123,0.04170989
6655,0.80923748,0.26845886,0.049371664,0.66973692,0.96215296,0.044230491
6656,0.80682322,0.26344787,0.048963079,0.6743466,0.96221106,0.046479094
6657,0.80976038,0.27014356,0.049506666,0.6690896,0.95857945,0.045657336
6658,0.80816796,0.26986913,0.049461794,0.66913125,0.95808309,0.045149663
6659,0.80691466,0.26951562,0.049385372,0.66907041,0.95820864,0.044844763
6660,0.80629681,0.2688942,0.049340543,0.6695874,0.95832726,0.04479705
6661,0.80231345,0.26312093,0.049213987,0.67396393,0.95902329,0.048102733
6662,0.79921764,0.25880211,0.048942216,0.67810897,0.9612541,0.048382177
6663,0.80104164,0.26040129,0.049041214,0.67682294,0.96115096,0.048647522
6664,0.80134204,0.26085467,0.049057119,0.67643481,0.96108263,0.049100873
6665,0.81428641,0.26533626,0.049303758,0.6731577,0.96148097,0.056140983
6666,0.81814439,0.26970232,0.04995897,0.67023929,0.96124025,0.057757613
6667,0.81960776,0.26583342,0.049642793,0.67307832,0.96354032,0.062966103
6668,0.81622515,0.2639784,0.049424133,0.6744616,0.96950416,0.058708921
6669,0.81802408,0.26066577,0.049247938,0.6771533,0.96758074,0.064012892
6670,0.81452113,0.25797531,0.048972746,0.67918194,0.96811402,0.062365047
6671,0.8136898,0.2619572,0.049210333,0.67660784,0.97055341,0.055680227
6672,0.81585476,0.26601142,0.049358313,0.67268533,0.96983287,0.057544108
6673,0.80592296,0.27282475,0.049955613,0.66688928,0.96481575,0.041510593
6674,0.80805367,0.27699545,0.050137225,0.66372031,0.96389825,0.040928033
6675,0.8042328,0.27789,0.050165281,0.66269403,0.96455038,0.037019924
6676,0.80406247,0.27776418,0.050149272,0.66278858,0.96451161,0.036843653
6677,0.81028837,0.2815432,0.050624063,0.66028534,0.95959242,0.040169267
6678,0.82119123,0.2721147,0.049735706,0.66704418,0.96823121,0.061406464
6679,0.82144175,0.27305727,0.049943652,0.66624067,0.96318653,0.065353004
6680,0.82323323,0.27440805,0.050103926,0.66540899,0.96295442,0.066141982
6681,0.82327749,0.27426125,0.050095221,0.66552944,0.96306653,0.066317012
6682,0.82482898,0.27330568,0.050001792,0.66612031,0.96399642,0.067875229
6683,0.82637955,0.27135445,0.04980313,0.66812159,0.96530157,0.068973119
6684,0.81595258,0.27453564,0.050130951,0.66677767,0.96592435,0.049757104
6685,0.81903545,0.27859442,0.050447081,0.66383788,0.96516414,0.047026928
6686,0.82416851,0.26915446,0.049767924,0.67143428,0.96904983,0.05745183
6687,0.82376118,0.26800866,0.049619954,0.67242801,0.96905007,0.057674285
6688,0.81956763,0.26039738,0.049072228,0.67882785,0.97293488,0.05902302
6689,0.81888945,0.25609807,0.048634255,0.681835,0.9748838,0.061866625
6690,0.82178376,0.26076185,0.049304085,0.67751583,0.97031076,0.065436202
6691,0.8248962,0.26354292,0.049275477,0.67453245,0.96701589,0.07098817
6692,0.82185206,0.26907207,0.0497128,0.67016745,0.96353912,0.063068197
6693,0.82207341,0.26958348,0.049770973,0.66965546,0.96395231,0.062737374
6694,0.82109749,0.26802187,0.049658143,0.67106521,0.96371315,0.063254714
6695,0.82301493,0.269021,0.049620638,0.67033974,0.96314272,0.064092066
6696,0.82277694,0.26773102,0.049512094,0.67142764,0.9643683,0.064278275
6697,0.82313011,0.26662937,0.049421754,0.6723361,0.96440041,0.065321963
6698,0.82279399,0.26530928,0.049346948,0.67375146,0.96576202,0.065253356
6699,0.82250893,0.26413553,0.049227786,0.67469095,0.96560758,0.065734329
6700,0.80808067,0.25451073,0.04854824,0.68106551,0.9675301,0.063505112
6701,0.80796343,0.25393221,0.048527638,0.68154332,0.96792015,0.063191183
6702,0.80780264,0.25303256,0.048461037,0.68227064,0.96811591,0.063574224
6703,0.80820513,0.2578448,0.048836246,0.67921595,0.9643407,0.056587967
6704,0.80800245,0.26211205,0.049402228,0.67612618,0.965155,0.051620924
6705,0.80644264,0.26849775,0.049878446,0.67067459,0.96582229,0.045709952
6706,0.80488511,0.26700007,0.049761105,0.67161323,0.96411249,0.047743007
6707,0.80431351,0.26732361,0.049794699,0.67128751,0.96351094,0.047068944
6708,0.80178432,0.26273778,0.049422676,0.67490234,0.96576589,0.046386115
6709,0.81007897,0.26214372,0.049421577,0.67509625,0.96484037,0.056307686
6710,0.81115041,0.26048118,0.049323244,0.67666273,0.96593787,0.059202954
6711,0.81339142,0.2632376,0.049468283,0.67476207,0.96363758,0.058572447
6712,0.81108517,0.26223942,0.049371292,0.67542627,0.96174994,0.058676475
6713,0.81150382,0.26061138,0.049232844,0.6773231,0.96323639,0.060481414
6714,0.81340381,0.26418927,0.04950244,0.67448223,0.96143011,0.059609236
6715,0.80985998,0.26370377,0.049389551,0.67496119,0.95913079,0.057084334
6716,0.81445757,0.26029942,0.049250346,0.67750699,0.96277628,0.061891604
6717,0.81424246,0.26542069,0.049672284,0.67367048,0.95590363,0.058688048
6718,0.80857335,0.26892964,0.04970858,0.66885782,0.96039702,0.056527787
6719,0.80963377,0.27023551,0.049833537,0.66792681,0.9607718,0.056245274
6720,0.8070267,0.26749166,0.049533938,0.67022891,0.96129237,0.055060847
6721,0.80993178,0.26692142,0.04940219,0.67086984,0.96468626,0.053378139
6722,0.81448026,0.26566903,0.049398466,0.67208323,0.96398109,0.058403613
6723,0.80710073,0.27093559,0.049963264,0.66923219,0.96166759,0.042748771
6724,0.80713335,0.27070603,0.049945126,0.66942921,0.96194997,0.043055552
6725,0.82513594,0.28022549,0.050638052,0.66149747,0.96121451,0.057297486
6726,0.82317533,0.27968696,0.050212177,0.66145024,0.96047192,0.056862208
6727,0.822209,0.28199614,0.050339557,0.65960152,0.95899198,0.054593551
6728,0.82157746,0.2798002,0.050132558,0.66125629,0.95927094,0.055282967
6729,0.82175284,0.27901946,0.050098421,0.66188712,0.95963699,0.056847841
6730,0.81858261,0.28049494,0.05030965,0.66161719,0.95570407,0.051786543
6731,0.81969842,0.27986216,0.050289111,0.66221203,0.95607141,0.052920809
6732,0.81779563,0.27856472,0.050201728,0.66326437,0.95718944,0.053486394
6733,0.81631473,0.27570533,0.049963302,0.66568716,0.95809095,0.052874418
6734,0.81469533,0.27032546,0.049762221,0.66955579,0.96053464,0.055038482
6735,0.80739126,0.27140728,0.049687992,0.6680168,0.96067093,0.046245676
6736,0.80608446,0.27182719,0.049707093,0.66764919,0.9602571,0.04388028
6737,0.80595867,0.26230786,0.0492159,0.67574753,0.96547242,0.04713708
6738,0.80747951,0.26472663,0.049473436,0.67408995,0.96340406,0.046580043
6739,0.80893822,0.2629398,0.049164559,0.67527997,0.96311628,0.05017144
6740,0.80882759,0.26202687,0.049056067,0.67565156,0.96669162,0.049559918
6741,0.81395677,0.2663431,0.049437574,0.67234415,0.96447592,0.053536979
6742,0.8153432,0.26637826,0.049454543,0.67210054,0.96556503,0.055077009
6743,0.8151356,0.26880911,0.049653418,0.67033684,0.9636404,0.052456574
6744,0.81502976,0.26939238,0.049697398,0.66989305,0.96363358,0.052216786
6745,0.80751527,0.2598378,0.048974609,0.67736829,0.96620302,0.05084685
6746,0.80641486,0.26134801,0.049115902,0.67619855,0.96498115,0.048531001
6747,0.80594044,0.26136405,0.049144975,0.67629378,0.96498476,0.04792992
6748,0.80908824,0.25729175,0.048757742,0.67985416,0.96993531,0.051155202
6749,0.80985412,0.25790976,0.048834724,0.67951504,0.96919516,0.051305081
6750,0.81461701,0.25661292,0.048490659,0.68011181,0.96908916,0.059343844
6751,0.81497051,0.2629446,0.048930028,0.67481107,0.96641534,0.05549481
6752,0.81566625,0.26067075,0.049029792,0.67730754,0.96534903,0.056876019
6753,0.8060061,0.25477657,0.048517067,0.68174438,0.96614826,0.052323733
6754,0.80602464,0.25450587,0.048492125,0.68196199,0.96632272,0.052511773
6755,0.8061654,0.25495212,0.048529625,0.68160458,0.96617725,0.052430611
6756,0.80594376,0.25526577,0.048525605,0.6809187,0.96476814,0.052979137
6757,0.80566476,0.25398036,0.048421969,0.68164625,0.96429456,0.05885835
6758,0.81594312,0.26198529,0.049021286,0.67554349,0.96644704,0.063594593
6759,0.81625923,0.26195299,0.049017696,0.67557183,0.96637971,0.063957446
6760,0.81331565,0.26039864,0.048822754,0.67622313,0.96256423,0.060912039
6761,0.81449123,0.26057379,0.048973995,0.67613565,0.96405861,0.060351653
6762,0.81481549,0.26099764,0.049003001,0.67579334,0.96392201,0.060320283
6763,0.80888785,0.26317788,0.049085795,0.67344355,0.96445569,0.053041873
6764,0.81113494,0.26412748,0.049070517,0.67266196,0.96270754,0.052374729
6765,0.8162863,0.26163931,0.048682633,0.67509455,0.96549388,0.062679726
6766,0.81376878,0.27009954,0.049459669,0.66853495,0.96205486,0.055330939
6767,0.81643392,0.27177479,0.04959908,0.66709041,0.96228665,0.057179678
6768,0.81388899,0.27299015,0.049750574,0.66621675,0.96019505,0.054341266
6769,0.80825174,0.263784,0.048971302,0.67367889,0.96590091,0.055886949
6770,0.80873975,0.26312218,0.048899241,0.67421114,0.96635195,0.056817825
6771,0.80834516,0.26212641,0.048847823,0.67507187,0.96681754,0.056920595
6772,0.81012163,0.26398254,0.049040668,0.67362407,0.96492444,0.05829892
