,sigma8,Omega_cdm,Omega_b,h,n_s
0,0.769057531597873,0.2628344473339609,0.0590362009509201,0.665567967918935,1.0440586609551
1,0.69446674035987,0.2851525365169158,0.0673132546666282,0.705270337350304,1.01511920910144
2,0.729644546515925,0.2775690103376961,0.0373358246914999,0.595736522807785,0.934002334041075
3,0.876850648327933,0.22696562261526187,0.0305429948219551,0.789055289737058,1.04171407162752
4,0.888351536911016,0.20943469119489078,0.0385001191005742,0.735336793148503,1.02860279424038
5,0.717653274769663,0.2841863276516072,0.0519630006442928,0.68904054968434,0.97554915976535
6,0.731392466220952,0.2621353521389666,0.0636112971701624,0.757263235689247,1.00278705941147
7,0.742379755834917,0.2884899424919797,0.0562303102453433,0.727689466639341,0.873648810210627
8,0.731838068325863,0.28321774988641574,0.0514612213567073,0.72651836772815,0.886766580632653
9,0.850169649993596,0.20397296177662502,0.049930549665925,0.868900772018957,0.968694409600698
10,0.74950204719012,0.2725367183828214,0.0600269883609686,0.700030534321819,1.03811231745932
11,0.643313526433482,0.3233062581233805,0.0674435674672575,0.693058989544661,0.871338377681472
12,0.685048625555151,0.3354389639363069,0.0576826059658371,0.573985972088497,0.942024178949182
13,0.710009124370612,0.2884160520428485,0.0433021119278485,0.651155164400888,0.890132503132468
14,0.856797346113988,0.24030161165800257,0.0521717031772274,0.763766170647607,0.970738564000143
15,0.692205451673338,0.29554350515260114,0.0404052420660029,0.606499070097258,0.894089554936475
16,0.815947302923608,0.22875501067643872,0.0510869545985263,0.846741324902437,0.981733592540523
17,0.869188886019562,0.2087195381819231,0.0364330500756199,0.886959246709771,0.934187119166772
18,0.706752425815076,0.28062320322571144,0.0613092926441396,0.684696958583835,0.905926556270162
19,0.690221170288481,0.3223635583586049,0.0502287315602471,0.554425863992276,0.947669345176835
20,0.832561375413134,0.22986596728673803,0.041023890074474,0.627378911552877,1.02644424655685
21,0.708592532927032,0.2877594657056362,0.0694543280060758,0.681775946430372,0.9490405467254
22,0.738449954923371,0.2804708997024937,0.0494463499397303,0.702684106606477,0.89470245995125
23,0.754035083255213,0.2664013631730333,0.0564456911400677,0.65644167211911,1.04742605985746
24,0.734576164264291,0.25698232328371307,0.0664017242848349,0.743129739317835,0.902434674267341
25,0.761723412830972,0.2523234846620865,0.0533871590732335,0.711931890328515,0.941415787690612
26,0.706713292868205,0.29140922142067444,0.0418711504198936,0.620649654041314,0.917688211071272
27,0.685541830038234,0.3140791579221079,0.0640724432923111,0.616699804270323,0.971167754287013
28,0.736617375088165,0.3151678023574478,0.0472801825793952,0.575796120391404,1.02815314445956
29,0.736049634162541,0.3065183874362288,0.0332303027704812,0.601976344099747,0.896411817132637
30,0.701394271242483,0.3134514341786043,0.0630021448611457,0.615108606962764,0.954614736935693
31,0.75507039952356,0.28921817589591886,0.0400127479975441,0.554926216924552,0.995673228330334
32,0.721546677820365,0.30548503584759273,0.0476965311294993,0.603646970581407,0.972627669841237
33,0.76659997779317,0.2529238992248613,0.0371611586347807,0.684791433485024,1.02066045169154
34,0.655696949260192,0.3011044563435401,0.0353826863413419,0.599787271096822,0.914629019284015
35,0.696661739117079,0.2731023841140515,0.0556376840797095,0.650129127363112,0.921514069823673
36,0.706899205542501,0.3108981050410513,0.0409170868365047,0.64939195320644,0.92516217123145
37,0.852675270226149,0.24475769455566543,0.0359583497439116,0.599376444069653,1.02683599979381
38,0.705008759029029,0.3070532138270472,0.0585273187846768,0.585206288606623,0.985857663581518
39,0.760243348627671,0.267250298246228,0.062057800758253,0.684699348626748,1.06590587411585
40,0.734225626451175,0.27465171021061147,0.0573383929850355,0.643158721457597,0.96974080103627
41,0.759876291491208,0.2701054347088917,0.0518769819195713,0.742043522138628,0.957839691141986
42,0.615009023672639,0.3293128680562777,0.0567805946456073,0.595629014664805,0.907091323690207
43,0.737386496249877,0.2937420857236517,0.0513034211259843,0.570364695902136,0.986832689725983
44,0.872051179697321,0.2217197115019869,0.0305145470415021,0.688607450075076,1.00825024533991
45,0.630498448484413,0.3384742762496017,0.0524305650902553,0.622007939973155,0.89171588111254
46,0.719119740318622,0.2764413451733796,0.0483705188726204,0.655796929506136,0.972759089235508
47,0.687639640297124,0.30718281922122337,0.0606606878699306,0.556250233828475,1.06398522114811
48,0.689931451648616,0.3429939177196855,0.0459524312841025,0.564443738768315,0.987400117493156
49,0.798970865585923,0.23099095140008913,0.0615985108885659,0.794162085046023,0.982832112821536
50,0.743568051370795,0.2466555549925862,0.0459825203468738,0.720935739564045,0.890319997438577
51,0.784863577590664,0.22046275146711247,0.0548753843357625,0.769170572562139,1.02703499819253
52,0.699915954083497,0.2783393072178705,0.0460965773140155,0.637723010070944,0.910625227680271
53,0.687408960006536,0.3170431407370809,0.0499268965216161,0.690780597316157,0.879181759515352
54,0.86756480409297,0.21255435695508892,0.0399665909418441,0.838898676893098,0.995858577877905
55,0.738532136259535,0.3037956333783419,0.0395487142469851,0.581623792502782,0.901336004744084
56,0.865216792101457,0.2273419280388433,0.0340398517221397,0.702860597778918,0.997357517041696
57,0.723566461647119,0.3169088171616799,0.0605969460190351,0.565267014601534,1.0424685965118
58,0.726631337768883,0.28540148667261667,0.0383178824938493,0.564689931384627,0.971038676855478
59,0.789985966454096,0.24416620520413068,0.0595134874851993,0.741570192657141,0.947399456080687
60,0.671456711210777,0.3593037067049443,0.0547996952993007,0.560419050224399,0.885900793925966
61,0.696742653636924,0.3005848747225888,0.0436061743418632,0.607619807627023,0.897077260202324
62,0.819063272412277,0.2198781253090979,0.0462211082438631,0.780316079900294,1.01269935215968
63,0.704716669325143,0.2898661551802776,0.0687301406116554,0.714301098998287,0.963343081223232
64,0.687171265129361,0.3215984977502795,0.0442594867344415,0.566696391254235,0.889728694461094
65,0.648177760037249,0.3011402791455897,0.0323838764738373,0.585395007484302,0.907760190855408
66,0.722399322584741,0.2643095123656812,0.0390871993962648,0.698211134263139,0.967037121512434
67,0.758781847964962,0.28473765233088827,0.0446305067170397,0.587217956429524,1.02454577570109
68,0.701359058260197,0.293131629583598,0.068845642915143,0.597740439951809,1.03020583104658
69,0.699607949170318,0.30029057997292957,0.0500559538669814,0.567218429690385,1.06505045889867
70,0.737316666319964,0.2949422326602867,0.0440714308180063,0.676202707025242,0.914219241325367
71,0.865134856270719,0.21117313763289752,0.0350524376907765,0.902334784614439,0.873968882877483
72,0.643501369293636,0.3376165158730151,0.0471834072750159,0.65591641504554,0.900273718794904
73,0.855689289489054,0.2180321506576073,0.0304748428121957,0.754124633919486,0.964798431958295
74,0.763830022785539,0.261137648472087,0.061579196779667,0.784748756192993,0.871998621034295
75,0.661468461023282,0.2962168343149016,0.0490043278946154,0.710572222921809,0.870327078886807
76,0.688248919224405,0.29512633325944576,0.0654546434665572,0.729716155632616,0.890503996350294
77,0.686108884257254,0.288803495290802,0.062540131015782,0.627040313030221,0.959135010747354
78,0.693523692954818,0.29113502975888217,0.0483817637100518,0.625490627600483,0.956299891149994
79,0.766757256366507,0.2596434252174642,0.0493426762619268,0.694017577869434,0.918322807777081
80,0.722145214321332,0.315522605156168,0.034555379828601,0.569256195241933,0.89815845471424
81,0.708714377941305,0.2705721016782603,0.0662174145156617,0.727819237842635,0.947321851517242
82,0.654839401019044,0.3423341416125206,0.0693307659559714,0.599175207556118,0.928702603709247
83,0.845869447478341,0.242196444050302,0.034539629544917,0.645474858754895,0.977497874320519
84,0.762244964957946,0.2546523027008938,0.0374561893265552,0.733196887083133,0.900879518793582
