,sigma8,Omega_cdm,Omega_b,h,n_s
10354,0.8149092,0.26134040718023427,0.04933764766389778,0.6773193000000001,0.9691522
10355,0.8124905,0.2594220748478742,0.04918323613006275,0.6789307,0.9694509
10356,0.812927,0.2590267110722623,0.04916083366546197,0.6792235999999999,0.9696568
10357,0.8125264,0.2584056401391984,0.04908536885678176,0.6796631,0.9704785
10358,0.8067959,0.26030321155136715,0.04935381510524006,0.6777588,0.9712557
10359,0.8075939,0.26033242668771067,0.04934544263430919,0.67771,0.9705745
10360,0.8119377,0.26677984597236387,0.050004936565109105,0.6726806999999999,0.9673657
10361,0.8175427,0.2654532331920427,0.0498124533381809,0.6732178000000001,0.9670537
10362,0.8153422,0.26635612120369606,0.04982571512482796,0.6722899999999999,0.9662497
10363,0.8149932,0.2614917361719062,0.04944979090117746,0.6761475,0.9628054
10364,0.8116844,0.2596667941023877,0.049120974492982424,0.6768799,0.9657083
10365,0.8049315,0.25740148727535395,0.0489242641260538,0.67854,0.9658101
10366,0.8057601,0.25529850753599753,0.048684948768238784,0.680249,0.9671647
10367,0.8058485,0.2554028852821478,0.04868428395183361,0.6801024999999999,0.9672844
10368,0.8054047,0.2538833846770338,0.04860363115923148,0.6814209,0.9689482
10369,0.8055608,0.2552091007979918,0.04873110054737596,0.6803955,0.968813
10370,0.8144011,0.2528161652689088,0.04835798602322005,0.6825439,0.9724861
10371,0.811584,0.2542248130474721,0.04821409020329551,0.6815674,0.9751264
10372,0.8107478,0.25959020836849456,0.04887690465070259,0.6770264,0.9697136
10373,0.8118444,0.2608473729159042,0.04893972067784845,0.6754639,0.9685285
10374,0.812941,0.26066963111058744,0.04891150998181634,0.6756104,0.9682699
10375,0.8101814,0.25821365528330664,0.04870695973098125,0.6775635,0.969377
10376,0.8111963,0.25921308099726426,0.04878645167808447,0.6768311,0.9669602
10377,0.8102426,0.25878221481132235,0.04874498668640676,0.6773193000000001,0.9669464
10378,0.811291,0.25948891113197864,0.04883531408602373,0.6768799,0.9670179
10379,0.8096108,0.2602599276101561,0.04894322347194959,0.6762451,0.9662523
10380,0.808765,0.2670985092034716,0.049579664073709236,0.6713623,0.9653403
10381,0.8075771,0.26679043185798956,0.04958517750358695,0.6716064,0.9649706
10382,0.8065701,0.264310663623495,0.04952849761680695,0.6737061,0.966644
10383,0.8083762,0.26382277653417513,0.04942505574788394,0.673999,0.9653057
10384,0.8155761,0.26543905925938865,0.04963781068086665,0.6731689,0.9655676
10385,0.816657,0.26734576665414594,0.04953121762710793,0.6720946999999999,0.9659429
10386,0.8186392,0.2637704697300913,0.049147554560628415,0.6747803,0.9641848
10387,0.8145672,0.26246047227378017,0.048989875786352194,0.6758057,0.965023
10388,0.8024925,0.25711929677118245,0.0487414699898332,0.6793701,0.9653537
10389,0.8033457,0.2562535446378615,0.04872642570309463,0.6799071999999999,0.9658211
10390,0.8033945,0.2563282943998495,0.048676613526652125,0.6799561,0.9661054
10391,0.8020289,0.25673453594945445,0.048789720260500664,0.6800537,0.9659208
10392,0.8038431,0.25878851317192536,0.048953704645964415,0.6783936,0.965441
10393,0.8030919,0.25938732469711606,0.048991652358313424,0.6778564,0.9652598
10394,0.8053266,0.26110479920922913,0.0491044692940689,0.6762939,0.9642565
10395,0.8036407,0.2604991374121339,0.04897093411983683,0.6767822,0.9636953
10396,0.8100302,0.26143271605155555,0.049153819526817306,0.6759033,0.9632746
10397,0.8113119,0.2627478872556215,0.049193213783267735,0.6748779,0.9631928
10398,0.8125098,0.2579837410629012,0.04891475934205988,0.6785889,0.9656419
10399,0.8156641,0.25906482031697875,0.04899096136804526,0.67771,0.9662339
10400,0.8149855,0.2584121841274767,0.048880995363679375,0.6781005999999999,0.966096
10401,0.8145929,0.25505181972625185,0.04850819902476367,0.6804931999999999,0.9680646
10402,0.8153317,0.2570361727598559,0.048726007446574245,0.6787842000000001,0.9663583
10403,0.811336,0.2578248243946109,0.04876172511234672,0.6779541,0.9656966
10404,0.8120192,0.2600507047208017,0.04886036922282436,0.6760986,0.9658895
10405,0.8119184,0.26013477359319964,0.04887266273088985,0.676001,0.9657872
10406,0.8114369,0.2597775387772087,0.04883187605865094,0.6762451,0.9659093
10407,0.8111811,0.25941405731178513,0.048823737017922066,0.6765380999999999,0.9666381
10408,0.8112062,0.26307531443712023,0.04928750090582359,0.6738525,0.9643202
10409,0.8052823,0.2609925841570788,0.04912197486747851,0.676001,0.9644757
10410,0.8072954,0.2654242313675571,0.049410491771782424,0.672583,0.9643669
10411,0.8071216,0.26541934365936215,0.049455461603724195,0.6727295,0.9641243
10412,0.8142613,0.2637503657415913,0.0493285783892102,0.6742919999999999,0.9648198
10413,0.8061908,0.25445633290174563,0.048456974245727154,0.6817627,0.9681022
10414,0.8098092,0.2543818751050045,0.04832019932605686,0.6810791,0.9682989
